tech_stack
"['Azure', 'Django', 'SQL', 'Docker', 'RESTful API', 'PostgreSQL', 'MySQL', 'Lean']"
"['Flask', 'SQLAlchemy', 'Celery', 'SQL', 'Flask-RESTful', 'Automation', 'PostgreSQL', 'Lean']"
"['Django', 'Docker', 'FastAPI']"
"['Databases', 'Version Control', 'MongoDB', 'REST API', 'Django', 'SQL', 'Code Review', 'SQLite', 'Git', 'PostgreSQL', 'Lean']"
"['PyTorch', 'SQL', 'Git', 'PostgreSQL', 'MySQL', 'DevOps', 'TensorFlow', 'WebSocket']"
"['Databases', 'SQL', 'PostgreSQL', 'Pyramid']"
"['Flask', 'Databases', 'Django', 'SQL', 'Docker', 'RESTful API', 'Integration testing', 'Kubernetes', 'NoSQL', 'Integration Testing']"
"['Heroku', 'Azure', 'MongoDB', 'Performance Testing', 'Cybersecurity', 'Docker', 'Firewalls', 'Automation', 'Automated Testing', 'Splunk', 'Containerization', 'Kubernetes', 'Monitoring']"
"['MongoDB', 'Celery', 'Django', 'SQL', 'PostgreSQL']"
"['Flask', 'SQLAlchemy', 'Data Warehousing', 'SQL', 'Risk Management', 'Git', 'PostgreSQL', 'FastAPI']"
"['SQL', 'Docker', 'PostgreSQL', 'DevOps']"
"['Django', 'SQL', 'NoSQL']"
"['Django', 'Machine Learning', 'Docker']"
['Code Review']
"['GitHub', 'Git']"
"['Django', 'SQL', 'Automation', 'MySQL', 'DevOps']"
"['Flask', 'Selenium', 'Django', 'SQL', 'Docker', 'Git', 'Pytest']"
"['Azure', 'Machine Learning', 'Code Quality', 'PyTorch', 'Code Review', 'Kanban', 'Docker', 'Git', 'RESTful API', 'Scrum', 'Containerization', 'Kubernetes', 'FastAPI', 'Scalability', 'Lean', 'Orchestration', 'Pandas', 'Agile']"
"['Azure', 'Machine Learning', 'Docker', 'Git', 'Data Science', 'Kubernetes', 'Mobile app development']"
"['SQLAlchemy', 'REST API', 'PyTorch', 'SQL', 'PostgreSQL', 'FastAPI', 'TensorFlow']"
"['Flask', 'Django', 'SQL', 'SQLite', 'Git', 'PostgreSQL']"
"['Flask', 'Django', 'PyTorch', 'SQL', 'Kanban', 'Git', 'PostgreSQL', 'Unit Testing', 'Scrum', 'NumPy', 'Unit testing', 'FastAPI', 'DevOps', 'TensorFlow', 'Pandas', 'Agile']"
"['Flask', 'Databases', 'SQLAlchemy', 'Azure', 'Celery', 'Django', 'SQL', 'Microservices', 'Docker', 'Git', 'PostgreSQL', 'MySQL', 'GitLab', 'Pytest', 'Monitoring', 'FastAPI', 'Scalability', 'WebSocket']"
"['Celery', 'Django', 'SQL', 'Git', 'PostgreSQL', 'Monitoring', 'Scalability', 'WebSocket', 'WebSockets']"
"['Flask', 'REST API', 'Machine Learning', 'SQL', 'PostgreSQL']"
"['Django', 'Docker']"
"['Databases', 'Microservices', 'Docker', 'Automation', 'Git', 'NumPy', 'Monitoring', 'Scalability', 'Data Engineering', 'Pandas', 'Deep Learning']"
"['Docker', 'Containerization', 'DevOps', 'Agile']"
